UNITID,EFTOTLT,RET_PCF,RET_PCP,STUFACR,risk_score,low_retention,pct_black,pct_hispanic,pct_white,pct_international
109785,6272,84,43,9,0.28914235174092984,0,0.06313775510204081,0.39588647959183676,0.2264030612244898,0.03810586734693878
109907,3226,67,35,26,0.4750373281512454,1,0.20644761314321142,0.4559826410415375,0.20551766893986362,9.299442033477991e-4
109934,341,77,NA,13,0.38254735630704584,0,0.0967741935483871,0.6686217008797654,0.07917888563049853,0
110060,263,45,0,7,0.3327202133373635,1,0.11026615969581749,0.23574144486692014,0.060836501901140684,0.43346007604562736
110097,5434,84,75,15,0.22034250019943477,0,0.03496503496503497,0.19893264630106736,0.3790945896209054,0.09919028340080972
110194,307,91,NA,22,0.41058112087345566,0,0.029315960912052116,0.7296416938110749,0.15309446254071662,0
110246,10968,68,42,21,0.3331409916973572,1,0.025528811086797956,0.3435448577680525,0.4724653537563822,0.007658643326039387
110334,9457,73,55,20,0.3518689270837203,0,0.008247858728983821,0.49941842021782806,0.3788727926403722,0.0057100560431426455
110361,11902,74,38,21,0.33737552926571424,0,0.08250714165686439,0.43723743908586793,0.2776004032935641,0.027726432532347505
110370,1308,87,100,8,0.24566420685111856,0,0.035932721712538224,0.1444954128440367,0.19418960244648317,0.35015290519877673
110404,2430,97,NA,3,0.16163351242298732,0,0.027983539094650206,0.11399176954732511,0.23045267489711935,0.3333333333333333
110413,3351,79,NA,13,0.3146288165350246,0,0.03909280811698001,0.41092211280214863,0.35183527305282003,0.06863622799164429
110422,23069,96,60,19,0.16417605862328122,0,0.007499241406216134,0.2502492522432702,0.478000780267892,0.009449911136156747
110486,10419,79,62,20,0.3767022765037624,0,0.04213456185814378,0.6789519147710913,0.132354352625012,0.012381226605240426
110495,9724,82,37,18,0.3578419769734991,0,0.027149321266968326,0.6178527354997944,0.17677910324969148,0.00658165364047717
110510,18492,80,47,22,0.3140370556733757,0,0.05472636815920398,0.6917585983127839,0.10188189487345879,0.029147739563054293
